WINDCODE,INDATE,OUTDATE
000909.SZ,20070115,20070629
300199.SZ,20150615,20200612
600806.SH,20070115,20120629
600612.SH,20120702,20150612
002006.SZ,20120104,20131213
000785.SZ,20070115,20081231
600518.SH,20070115,20090630
600340.SH,20120702,20121231
600819.SH,20080102,20081231
600801.SH,20090105,20600101
600470.SH,20130104,20140613
600103.SH,20070115,20131213
600266.SH,20140616,20150612
000695.SZ,20070115,20091231
000690.SZ,20120104,20600101
000869.SZ,20150615,20170609
600223.SH,20110104,20140613
000703.SZ,20140616,20181214
600219.SH,20141215,20171208
000707.SZ,20070115,20071228
600058.SH,20150615,20201211
600561.SH,20070115,20080630
600201.SH,20140616,20600101
600555.SH,20080102,20111230
600582.SH,20140616,20150612
002176.SZ,20161212,20200612
600829.SH,20090701,20140613
000927.SZ,20120104,20150612
000600.SZ,20080102,20080630
600594.SH,20150615,20190614
600426.SH,20070115,20080630
000070.SZ,20070115,20081231
000597.SZ,20070115,20121231
600270.SH,20100701,20190117
600633.SH,20120702,20131213
600267.SH,20070702,20090630
600067.SH,20070115,20170609
000859.SZ,20070115,20101231
600965.SH,20070115,20091231
002482.SZ,20110701,20200612
000777.SZ,20070115,20180608
600863.SH,20161212,20600101
000961.SZ,20070115,20080630
600199.SH,20131216,20151211
300059.SZ,20141215,20150612
000021.SZ,20130104,20600101
300297.SZ,20161212,20200612
600435.SH,20090701,20091231
002273.SZ,20130701,20600101
601369.SH,20140616,20161209
000680.SZ,20130104,20180608
000532.SZ,20070115,20110630
600139.SH,20100701,20141212
000620.SZ,20120104,20171208
000419.SZ,20070115,20091231
600674.SH,20070115,20081231
000631.SZ,20110104,20170609
600386.SH,20090105,20130628
000878.SZ,20160613,20600101
002154.SZ,20110823,20141212
002707.SZ,20161212,20191213
600038.SH,20080701,20141212
002064.SZ,20070702,20600101
600648.SH,20070702,20090630
000713.SZ,20070115,20131213
000030.SZ,20131216,20161209
600802.SH,20070115,20101231
600382.SH,20070115,20100630
600777.SH,20070115,20101231
600322.SH,20070115,20141212
002167.SZ,20130701,20140613
600981.SH,20161212,20170609
600287.SH,20080102,20130628
600976.SH,20070115,20080630
600333.SH,20070702,20150612
000999.SZ,20161212,20600101
000541.SZ,20090105,20191213
002040.SZ,20070115,20090630
600393.SH,20070115,20091231
600679.SH,20070115,20070629
600516.SH,20151214,20180608
601000.SH,20110104,20121231
300144.SZ,20141215,20151211
600644.SH,20100104,20130628
002063.SZ,20120702,20180608
000155.SZ,20070115,20101231
600396.SH,20070115,20101231
000565.SZ,20090105,20100630
000698.SZ,20070702,20131213
002018.SZ,20140616,20151211
600408.SH,20070115,20140613
600654.SH,20070115,20160608
002109.SZ,20100104,20121231
000962.SZ,20080102,20151211
600460.SH,20080102,20600101
000821.SZ,20070115,20090630
600098.SH,20161212,20200612
600292.SH,20070115,20181214
002065.SZ,20070702,20071228
603198.SH,20160613,20600101
000893.SZ,20100701,20130628
300274.SZ,20150615,20600101
600633.SH,20160613,20600101
600169.SH,20140616,20191213
600478.SH,20090701,20201211
600997.SH,20140616,20160608
000046.SZ,20070115,20070629
000563.SZ,20070115,20600101
600835.SH,20110104,20600101
002007.SZ,20070115,20071228
600963.SH,20090105,20141212
601216.SH,20130701,20140613
600765.SH,20090105,20600101
000733.SZ,20070115,20111230
000818.SZ,20070115,20091231
000012.SZ,20141215,20600101
002106.SZ,20100104,20110630
600463.SH,20070115,20080630
600288.SH,20070115,20121231
000667.SZ,20110701,20190614
002444.SZ,20110104,20600101
600597.SH,20151214,20600101
600581.SH,20070115,20081231
002022.SZ,20070115,20090630
600776.SH,20070115,20070629
000831.SZ,20070115,20100630
002383.SZ,20110104,20121231
000585.SZ,20070115,20081231
000877.SZ,20090701,20600101
600470.SH,20070115,20100630
600740.SH,20120702,20150612
600881.SH,20131216,20600101
000809.SZ,20130104,20150612
000301.SZ,20070115,20070629
600740.SH,20070115,20091231
000525.SZ,20070115,20160608
002028.SZ,20120104,20600101
002327.SZ,20130701,20170609
000932.SZ,20120702,20131213
002054.SZ,20070115,20070629
600606.SH,20070115,20110630
603355.SH,20151214,20600101
000518.SZ,20120104,20141212
000596.SZ,20140616,20190614
600829.SH,20080701,20081231
600897.SH,20070115,20111230
601607.SH,20080701,20100630
600736.SH,20070115,20171208
600171.SH,20080102,20600101
002292.SZ,20100701,20140613
002317.SZ,20130701,20600101
600035.SH,20080701,20111230
600755.SH,20070115,20080630
600403.SH,20070115,20070629
600400.SH,20070115,20100630
000970.SZ,20080701,20120629
600635.SH,20120702,20181214
002475.SZ,20110701,20131213
600607.SH,20070115,20100211
600433.SH,20141215,20170609
300088.SZ,20141215,20600101
000062.SZ,20070115,20110630
000400.SZ,20090105,20131213
002399.SZ,20161212,20170609
000799.SZ,20131216,20141212
600686.SH,20070115,20120629
000882.SZ,20070115,20110630
002491.SZ,20161212,20201211
002512.SZ,20160613,20191213
000977.SZ,20131216,20150612
600210.SH,20110701,20130628
000543.SZ,20070115,20071228
600315.SH,20161212,20600101
600553.SH,20070115,20110217
600169.SH,20070115,20080630
000988.SZ,20070115,20600101
002353.SZ,20160613,20600101
600785.SH,20070115,20081231
600399.SH,20070115,20101231
600530.SH,20070115,20101231
000806.SZ,20161212,20181214
002152.SZ,20100701,20110630
600682.SH,20080701,20110630
002311.SZ,20140616,20180608
600284.SH,20070115,20180608
000987.SZ,20070115,20141212
600064.SH,20070115,20071228
600483.SH,20151214,20170609
600522.SH,20070115,20170609
600114.SH,20070115,20080630
600072.SH,20090105,20131213
600436.SH,20090506,20100630
600870.SH,20070115,20071228
601689.SH,20161212,20600101
600860.SH,20070115,20090630
000589.SZ,20070115,20110630
600135.SH,20070115,20091231
000601.SZ,20070702,20131213
600315.SH,20070115,20090630
600978.SH,20090701,20191213
002244.SZ,20130104,20130628
603868.SH,20161212,20600101
600963.SH,20070115,20071228
600479.SH,20090105,20141212
000518.SZ,20090105,20090630
600060.SH,20080102,20101231
000584.SZ,20070115,20111230
000819.SZ,20070115,20100630
002041.SZ,20070115,20190614
002019.SZ,20080102,20110630
002701.SZ,20130701,20600101
000650.SZ,20110701,20160608
600508.SH,20131216,20141212
000823.SZ,20070115,20151211
000936.SZ,20070115,20130628
600848.SH,20170214,20191213
002429.SZ,20110104,20140613
600754.SH,20131216,20161209
600022.SH,20110701,20120629
002574.SZ,20120702,20151211
000617.SZ,20080102,20121231
600216.SH,20141215,20600101
600693.SH,20090701,20111230
000066.SZ,20080102,20200612
600846.SH,20070115,20120629
000602.SZ,20070115,20091231
000976.SZ,20070115,20091231
000990.SZ,20070115,20111230
600917.SH,20150615,20600101
000681.SZ,20141215,20600101
600501.SH,20080701,20131213
600060.SH,20110701,20120629
002344.SZ,20151214,20191213
000600.SZ,20150615,20600101
600621.SH,20070115,20101231
600228.SH,20070115,20070629
002305.SZ,20130104,20141212
600339.SH,20070115,20130628
000982.SZ,20130701,20150612
600693.SH,20070115,20070629
600836.SH,20090701,20111230
000881.SZ,20070115,20100630
000049.SZ,20070115,20070629
600086.SH,20070115,20190614
600776.SH,20080102,20180608
000972.SZ,20070115,20120629
603005.SH,20141215,20171208
600128.SH,20090105,20110630
000911.SZ,20070115,20130628
000612.SZ,20120104,20190614
002069.SZ,20140616,20151211
002714.SZ,20151214,20161209
000851.SZ,20070115,20090630
601566.SH,20120104,20120629
600708.SH,20070115,20111230
000488.SZ,20110104,20600101
002310.SZ,20100701,20110630
002366.SZ,20160613,20200612
600017.SH,20110701,20201211
600358.SH,20070115,20091231
600315.SH,20100104,20101231
002422.SZ,20161212,20180608
600704.SH,20070115,20160608
600398.SH,20140616,20141212
600895.SH,20141215,20151211
600618.SH,20080102,20190614
600648.SH,20130701,20131213
600687.SH,20160613,20190614
600436.SH,20110701,20130628
600507.SH,20130701,20161209
002200.SZ,20090701,20100630
600078.SH,20080102,20150612
600389.SH,20140616,20151211
002084.SZ,20080102,20081231
000931.SZ,20090105,20170609
600729.SH,20130104,20600101
000718.SZ,20141215,20160608
600888.SH,20070115,20141212
000637.SZ,20080701,20090630
300166.SZ,20160613,20600101
300156.SZ,20161212,20171208
002013.SZ,20130701,20190614
600158.SH,20070115,20070629
600874.SH,20100701,20201211
600747.SH,20100701,20151211
002276.SZ,20100104,20190614
603077.SH,20130104,20600101
002646.SZ,20131216,20171208
600676.SH,20070115,20121231
600640.SH,20070115,20111230
002274.SZ,20090701,20101231
600094.SH,20130104,20141212
601388.SH,20130104,20150612
600826.SH,20130104,20180608
600816.SH,20100701,20160608
000046.SZ,20200615,20600101
000415.SZ,20200615,20600101
000629.SZ,20200615,20600101
000630.SZ,20200615,20600101
000739.SZ,20200615,20600101
000785.SZ,20200615,20201211
000800.SZ,20200615,20201211
000898.SZ,20200615,20600101
001914.SZ,20200615,20600101
002010.SZ,20200615,20600101
002080.SZ,20200615,20600101
002081.SZ,20200615,20600101
002124.SZ,20200615,20600101
002138.SZ,20200615,20600101
002156.SZ,20200615,20600101
002185.SZ,20200615,20600101
002294.SZ,20200615,20600101
002396.SZ,20200615,20600101
002429.SZ,20200615,20600101
002458.SZ,20200615,20600101
002506.SZ,20200615,20600101
002511.SZ,20200615,20600101
002557.SZ,20200615,20600101
002563.SZ,20200615,20600101
002595.SZ,20200615,20600101
002648.SZ,20200615,20600101
002901.SZ,20200615,20600101
300017.SZ,20200615,20600101
300024.SZ,20200615,20600101
300070.SZ,20200615,20600101
300212.SZ,20200615,20600101
300271.SZ,20200615,20600101
300357.SZ,20200615,20600101
300474.SZ,20200615,20600101
300482.SZ,20200615,20600101
300496.SZ,20200615,20600101
300558.SZ,20200615,20201211
300595.SZ,20200615,20600101
300618.SZ,20200615,20600101
300630.SZ,20200615,20600101
600153.SH,20200615,20600101
600529.SH,20200615,20600101
600535.SH,20200615,20600101
600566.SH,20200615,20600101
600667.SH,20200615,20600101
600675.SH,20200615,20600101
600733.SH,20200615,20600101
601512.SH,20200615,20600101
603605.SH,20200615,20600101
603786.SH,20200615,20600101
002430.SZ,20110104,20120629
600896.SH,20070115,20111230
002226.SZ,20130104,20150612
600252.SH,20100701,20110630
000930.SZ,20080701,20600101
000550.SZ,20080701,20101231
600611.SH,20110701,20191213
600727.SH,20070115,20090630
002242.SZ,20140616,20600101
600810.SH,20070115,20130628
000517.SZ,20160613,20171208
002646.SZ,20120702,20130628
002640.SZ,20160613,20600101
002018.SZ,20161212,20180608
000426.SZ,20070115,20200612
002648.SZ,20120702,20160608
002573.SZ,20130104,20200612
601929.SH,20130701,20140613
300257.SZ,20151214,20600101
002447.SZ,20130701,20141212
603025.SH,20151214,20201211
002048.SZ,20070115,20600101
000029.SZ,20080701,20121231
002223.SZ,20110104,20600101
600487.SH,20070115,20171208
600823.SH,20090105,20091231
600295.SH,20100104,20131213
000626.SZ,20070115,20080630
600279.SH,20070115,20091231
002424.SZ,20120104,20151211
601519.SH,20120702,20150612
600277.SH,20130701,20140613
600389.SH,20090105,20100630
600298.SH,20070115,20070629
002322.SZ,20100701,20110630
002314.SZ,20100701,20111230
600619.SH,20070115,20070629
600685.SH,20070115,20070629
000816.SZ,20070115,20180608
600277.SH,20160613,20600101
600398.SH,20070115,20111230
600605.SH,20070115,20081231
600754.SH,20080701,20120629
600770.SH,20100104,20111230
000951.SZ,20120104,20160608
600269.SH,20120104,20140613
603528.SH,20161212,20180608
600592.SH,20070115,20101231
000790.SZ,20070115,20080630
600685.SH,20110104,20151211
600316.SH,20151214,20600101
600387.SH,20070115,20151211
000655.SZ,20110104,20141212
600692.SH,20070115,20110630
600756.SH,20070115,20080630
601598.SH,20190118,20190614
600138.SH,20070115,20201211
600815.SH,20070115,20141212
000719.SZ,20130104,20160608
000517.SZ,20110104,20140613
002217.SZ,20151214,20171208
600751.SH,20151214,20201211
002479.SZ,20110701,20181214
000961.SZ,20100104,20100630
600993.SH,20100104,20191213
600869.SH,20120104,20600101
600392.SH,20131216,20600101
600195.SH,20070115,20070629
600759.SH,20090105,20200612
600773.SH,20110701,20190614
300253.SZ,20141215,20201211
600565.SH,20160613,20201211
000690.SZ,20070115,20070629
002137.SZ,20080102,20081231
002392.SZ,20120702,20180608
000531.SZ,20070115,20090630
300267.SZ,20150615,20160608
000060.SZ,20181217,20600101
000537.SZ,20181217,20600101
000559.SZ,20181217,20600101
000564.SZ,20181217,20210312
000623.SZ,20181217,20600101
000717.SZ,20181217,20600101
000723.SZ,20181217,20191213
000932.SZ,20181217,20600101
000998.SZ,20181217,20600101
002074.SZ,20181217,20600101
002372.SZ,20181217,20600101
002385.SZ,20181217,20600101
002470.SZ,20181217,20200814
002500.SZ,20181217,20600101
002507.SZ,20181217,20600101
300027.SZ,20181217,20200612
300168.SZ,20181217,20600101
300316.SZ,20181217,20600101
300347.SZ,20181217,20190614
300413.SZ,20181217,20190614
300450.SZ,20181217,20191213
300459.SZ,20181217,20600101
600008.SH,20181217,20600101
600373.SH,20181217,20600101
600507.SH,20181217,20600101
600567.SH,20181217,20600101
600699.SH,20181217,20600101
600779.SH,20181217,20600101
600782.SH,20181217,20600101
600804.SH,20181217,20600101
600820.SH,20181217,20600101
600901.SH,20181217,20600101
600959.SH,20181217,20600101
601003.SH,20181217,20600101
601005.SH,20181217,20600101
601100.SH,20181217,20200612
601106.SH,20181217,20600101
601231.SH,20181217,20200612
601326.SH,20181217,20200612
601718.SH,20181217,20600101
601866.SH,20181217,20600101
601869.SH,20181217,20600101
601958.SH,20181217,20600101
601990.SH,20181217,20190614
603233.SH,20181217,20201211
603486.SH,20181217,20600101
603650.SH,20181217,20600101
603712.SH,20181217,20600101
603866.SH,20181217,20600101
600811.SH,20140616,20600101
600247.SH,20070115,20081231
002030.SZ,20141215,20600101
000528.SZ,20140616,20600101
000712.SZ,20080701,20150612
002400.SZ,20150615,20190614
600197.SH,20070115,20150612
002001.SZ,20151214,20180608
002133.SZ,20080102,20110630
000735.SZ,20070115,20070629
600827.SH,20120104,20120629
600062.SH,20080102,20080630
002275.SZ,20130701,20151211
600636.SH,20070115,20101231
000887.SZ,20090105,20161209
600117.SH,20100104,20140613
600110.SH,20100104,20151211
600622.SH,20070115,20131213
002287.SZ,20100701,20111230
000050.SZ,20151214,20180608
002241.SZ,20090701,20110630
002081.SZ,20110104,20110630
600885.SH,20070115,20070629
600310.SH,20080102,20090630
600683.SH,20070115,20141212
002602.SZ,20160613,20170609
600132.SH,20131216,20161209
600360.SH,20070115,20121231
603567.SH,20151214,20171208
002122.SZ,20130701,20180608
000815.SZ,20070115,20091231
002153.SZ,20131216,20141212
000970.SZ,20151214,20600101
600397.SH,20130104,20170609
002076.SZ,20070702,20071228
002603.SZ,20151214,20600101
600961.SH,20090701,20130628
600255.SH,20070115,20101231
600079.SH,20150615,20600101
600838.SH,20070115,20111230
600840.SH,20070115,20090826
000513.SZ,20070115,20091231
601699.SH,20160613,20180608
600122.SH,20070115,20190614
002332.SZ,20100701,20191213
002018.SZ,20090105,20100630
600053.SH,20160613,20600101
000627.SZ,20070115,20141212
600528.SH,20140616,20171208
002373.SZ,20150615,20600101
000598.SZ,20070115,20091231
603555.SH,20140616,20170609
000795.SZ,20070115,20081231
002088.SZ,20070702,20071228
000537.SZ,20070115,20120629
600438.SH,20080701,20081231
000750.SZ,20120702,20121231
600166.SH,20160613,20600101
000715.SZ,20070115,20070629
002663.SZ,20130104,20190614
600511.SH,20100701,20600101
000679.SZ,20070115,20101231
000159.SZ,20090701,20131213
000090.SZ,20070115,20600101
600602.SH,20070702,20080630
000668.SZ,20070115,20080630
600729.SH,20080701,20100630
300055.SZ,20151214,20191213
600307.SH,20161212,20600101
002181.SZ,20080701,20161209
600877.SH,20070115,20120629
600127.SH,20070115,20121231
000686.SZ,20070115,20071228
002050.SZ,20130104,20180608
600858.SH,20090701,20141212
002315.SZ,20100701,20171208
600536.SH,20070115,20080630
600697.SH,20070115,20071228
600091.SH,20070115,20090630
600327.SH,20070115,20111230
600589.SH,20070115,20140613
002038.SZ,20100701,20111230
002153.SZ,20090105,20090630
002430.SZ,20130104,20160608
600743.SH,20100104,20190614
002107.SZ,20100104,20101231
002008.SZ,20080102,20140613
600783.SH,20110104,20111230
600075.SH,20070115,20130628
600750.SH,20070115,20191213
002581.SZ,20161212,20170609
600563.SH,20070115,20600101
601002.SH,20080701,20180608
600770.SH,20130701,20201211
000050.SZ,20070115,20150612
600543.SH,20100104,20111230
600764.SH,20070115,20090630
600720.SH,20070115,20171208
600655.SH,20150615,20190614
002092.SZ,20070702,20101231
600064.SH,20080701,20600101
600713.SH,20070115,20091231
002074.SZ,20160613,20161209
601000.SH,20130701,20600101
300122.SZ,20151214,20160608
000550.SZ,20120104,20161209
600485.SH,20070115,20080630
002320.SZ,20100701,20150612
600072.SH,20070115,20080630
002466.SZ,20150615,20161209
000731.SZ,20070115,20110630
600416.SH,20070115,20191213
002029.SZ,20090105,20100630
002268.SZ,20160613,20600101
600578.SH,20070702,20101231
002237.SZ,20090701,20160608
601666.SH,20141215,20161209
002269.SZ,20141215,20180608
600798.SH,20070702,20110630
600620.SH,20070115,20100630
600995.SH,20070115,20130628
002038.SZ,20080701,20090630
002140.SZ,20080102,20080630
600184.SH,20120104,20190614
002287.SZ,20130701,20131213
600804.SH,20080102,20080630
000598.SZ,20160613,20600101
000925.SZ,20100104,20130628
600021.SH,20110104,20151211
600376.SH,20070115,20080630
002216.SZ,20130104,20161209
000912.SZ,20100104,20131213
600158.SH,20100701,20600101
600130.SH,20070115,20081231
600623.SH,20100104,20121231
601677.SH,20130104,20131213
600239.SH,20120104,20150612
600151.SH,20120702,20191213
002172.SZ,20080701,20120629
000587.SZ,20130701,20191213
002049.SZ,20150615,20161209
600569.SH,20110104,20121231
000752.SZ,20070115,20081231
600401.SH,20130701,20150612
600993.SH,20070115,20070629
002047.SZ,20070115,20080630
600523.SH,20070115,20130628
600549.SH,20161212,20170213
000755.SZ,20090701,20130628
600388.SH,20070115,20140613
000822.SZ,20120104,20140613
601099.SH,20140616,20150612
600179.SH,20070115,20091231
002216.SZ,20090701,20100630
002375.SZ,20110104,20110630
600640.SH,20131216,20600101
000594.SZ,20070115,20120629
600436.SH,20150615,20170609
002251.SZ,20090105,20110630
002114.SZ,20080102,20081231
002055.SZ,20070115,20070629
600391.SH,20070115,20101231
300010.SZ,20160613,20600101
002400.SZ,20131216,20140613
600566.SH,20150615,20160608
000089.SZ,20110104,20120629
002174.SZ,20141215,20160608
002416.SZ,20131216,20140613
000701.SZ,20070115,20081231
600160.SH,20080102,20111230
600141.SH,20090105,20600101
000918.SZ,20120702,20131213
603698.SH,20150615,20171208
002182.SZ,20080701,20100630
600033.SH,20110701,20121231
